Designator,UI_Pin,UI_Token,EDB_Pin,Net,Source,Confidence
IC100,K25,K25,K25,GND,runtime_pin_display,0.96
IC100,K25,K25,K25,GND,components_api,0.93
IC100,K27,K27,K27,GND,runtime_pin_display,0.96
IC100,K27,K27,K27,GND,components_api,0.93
IC100,K29,K29,K29,GND,runtime_pin_display,0.96
IC100,K29,K29,K29,GND,components_api,0.93
IC100,K3,K3,K3,SIGN006399,runtime_pin_display,0.96
IC100,K3,K3,K3,SIGN006399,components_api,0.93
IC100,K30,K30,K30,GND,runtime_pin_display,0.96
IC100,K30,K30,K30,GND,components_api,0.93
IC100,K31,K31,K31,GND,runtime_pin_display,0.96
IC100,K31,K31,K31,GND,components_api,0.93
IC100,L1,L1,L1,IF_S_IN,runtime_pin_display,0.96
IC100,L1,L1,L1,IF_S_IN,components_api,0.93
IC100,L2,L2,L2,IF_S_IP,runtime_pin_display,0.96
IC100,L2,L2,L2,IF_S_IP,components_api,0.93
IC100,L24,L24,L24,GND,runtime_pin_display,0.96
IC100,L24,L24,L24,GND,components_api,0.93
IC100,L26,L26,L26,GND,runtime_pin_display,0.96
IC100,L26,L26,L26,GND,components_api,0.93
IC100,L28,L28,L28,GND,runtime_pin_display,0.96
IC100,L28,L28,L28,GND,components_api,0.93
IC100,L29,L29,L29,GND,runtime_pin_display,0.96
IC100,L29,L29,L29,GND,components_api,0.93
IC100,L3,L3,L3,GND,runtime_pin_display,0.96
IC100,L3,L3,L3,GND,components_api,0.93
IC100,L30,L30,L30,GND,runtime_pin_display,0.96
IC100,L30,L30,L30,GND,components_api,0.93
IC100,L31,L31,L31,GND,runtime_pin_display,0.96
IC100,L31,L31,L31,GND,components_api,0.93
IC100,L5,L5,L5,SIGN006505,runtime_pin_display,0.96
IC100,L5,L5,L5,SIGN006505,components_api,0.93
IC100,L7,L7,L7,SIGN006508,runtime_pin_display,0.96
IC100,L7,L7,L7,SIGN006508,components_api,0.93
IC100,L9,L9,L9,VID_CPU_PWM,runtime_pin_display,0.96
IC100,L9,L9,L9,VID_CPU_PWM,components_api,0.93
IC100,M11,M11,M9,GND,siw_coord_net,0.91
IC100,M12,M12,M13,+D1V0,siw_coord_net,0.91
IC100,M13,M13,M13,+D1V0,runtime_pin_display,0.96
IC100,M13,M13,M13,+D1V0,components_api,0.93
IC100,M14,M14,M14,+D1V0,runtime_pin_display,0.96
IC100,M14,M14,M14,+D1V0,components_api,0.93
IC100,M16,M16,M16,GND,runtime_pin_display,0.96
IC100,M16,M16,M16,GND,components_api,0.93
IC100,M2,M2,M2,IF_S_QN,runtime_pin_display,0.96
IC100,M2,M2,M2,IF_S_QN,components_api,0.93
IC100,M23,M23,M23,GND,runtime_pin_display,0.96
IC100,M23,M23,M23,GND,components_api,0.93
IC100,M27,M27,M27,GND,runtime_pin_display,0.96
IC100,M27,M27,M27,GND,components_api,0.93
IC100,M29,M29,M29,GND,runtime_pin_display,0.96
IC100,M29,M29,M29,GND,components_api,0.93
IC100,M3,M3,M3,GND,runtime_pin_display,0.96
IC100,M3,M3,M3,GND,components_api,0.93
IC100,M30,M30,M30,GND,runtime_pin_display,0.96
IC100,M30,M30,M30,GND,components_api,0.93
IC100,M31,M31,M31,GND,runtime_pin_display,0.96
IC100,M31,M31,M31,GND,components_api,0.93
IC100,M4,M4,M4,VID_CORE,runtime_pin_display,0.96
IC100,M4,M4,M4,VID_CORE,components_api,0.93
IC100,M5,M5,M5,VID_CORE2_PWM,runtime_pin_display,0.96
IC100,M5,M5,M5,VID_CORE2_PWM,components_api,0.93
IC100,M6,M6,M6,USB_CTL1,runtime_pin_display,0.96
IC100,M6,M6,M6,USB_CTL1,components_api,0.93
IC100,M8,M8,M8,SPDIF_OUT,runtime_pin_display,0.96
IC100,M8,M8,M8,SPDIF_OUT,components_api,0.93
IC100,M9,M9,M9,GND,runtime_pin_display,0.96
IC100,M9,M9,M9,GND,components_api,0.93
IC100,N1,N1,N1,IF_P,runtime_pin_display,0.96
IC100,N1,N1,N1,IF_P,components_api,0.93
IC100,N2,N2,N2,GND,runtime_pin_display,0.96
IC100,N2,N2,N2,GND,components_api,0.93
IC100,N22,N22,N22,GND,runtime_pin_display,0.96
IC100,N22,N22,N22,GND,components_api,0.93
IC100,N27,N27,N27,GND,runtime_pin_display,0.96
IC100,N27,N27,N27,GND,components_api,0.93
IC100,N28,N28,N28,GND,runtime_pin_display,0.96
IC100,N28,N28,N28,GND,components_api,0.93
IC100,N29,N29,N29,GND,runtime_pin_display,0.96
IC100,N29,N29,N29,GND,components_api,0.93
IC100,N3,N3,N3,IF_S_QP,runtime_pin_display,0.96
IC100,N3,N3,N3,IF_S_QP,components_api,0.93
IC100,N30,N30,N30,GND,runtime_pin_display,0.96
IC100,N30,N30,N30,GND,components_api,0.93
IC100,N31,N31,N31,GND,runtime_pin_display,0.96
IC100,N31,N31,N31,GND,components_api,0.93
IC100,P11,P11,M9,GND,siw_coord_net,0.86
IC100,P12,P12,P13,+D1V0,siw_coord_net,0.91
IC100,P13,P13,P13,+D1V0,runtime_pin_display,0.96
IC100,P13,P13,P13,+D1V0,components_api,0.93
IC100,P14,P14,P14,+D1V0,runtime_pin_display,0.96
IC100,P14,P14,P14,+D1V0,components_api,0.93
IC100,P16,P16,P16,GND,runtime_pin_display,0.96
IC100,P16,P16,P16,GND,components_api,0.93
IC100,P2,P2,P2,GND,runtime_pin_display,0.96
IC100,P2,P2,P2,GND,components_api,0.93
IC100,P27,P27,P27,GND,runtime_pin_display,0.96
IC100,P27,P27,P27,GND,components_api,0.93
IC100,P29,P29,P29,GND,runtime_pin_display,0.96
IC100,P29,P29,P29,GND,components_api,0.93
IC100,P3,P3,P3,IF_N,runtime_pin_display,0.96
IC100,P3,P3,P3,IF_N,components_api,0.93
IC100,P30,P30,P30,GND,runtime_pin_display,0.96
IC100,P30,P30,P30,GND,components_api,0.93
IC100,P31,P31,P31,GND,runtime_pin_display,0.96
IC100,P31,P31,P31,GND,components_api,0.93
IC100,P4,P4,P4,_USB_OCD1,runtime_pin_display,0.96
IC100,P4,P4,P4,_USB_OCD1,components_api,0.93
IC100,P5,P5,P5,AMP_RESET_N,runtime_pin_display,0.96
IC100,P5,P5,P5,AMP_RESET_N,components_api,0.93
IC100,P6,P6,P6,EYE_SCL,runtime_pin_display,0.96
IC100,P6,P6,P6,EYE_SCL,components_api,0.93
IC100,P7,P7,P7,EYE_SDA,runtime_pin_display,0.96
IC100,P7,P7,P7,EYE_SDA,components_api,0.93
IC100,P8,P8,P8,FE_DEMOD2_TS_SYNC,runtime_pin_display,0.96
IC100,P8,P8,P8,FE_DEMOD2_TS_SYNC,components_api,0.93
IC100,P9,P9,P9,FE_DEMOD2_TS_CLK,runtime_pin_display,0.96
IC100,P9,P9,P9,FE_DEMOD2_TS_CLK,components_api,0.93
IC100,R1,R1,R1,IF_S_AGC,runtime_pin_display,0.96
IC100,R1,R1,R1,IF_S_AGC,components_api,0.93
IC100,R2,R2,R2,GND,runtime_pin_display,0.96
IC100,R2,R2,R2,GND,components_api,0.93
IC100,R22,R22,R22,GND,runtime_pin_display,0.96
IC100,R22,R22,R22,GND,components_api,0.93
IC100,R28,R28,R28,GND,runtime_pin_display,0.96
IC100,R28,R28,R28,GND,components_api,0.93
IC100,R29,R29,R29,GND,runtime_pin_display,0.96
IC100,R29,R29,R29,GND,components_api,0.93
IC100,R3,R3,R3,IF_AGC,runtime_pin_display,0.96
IC100,R3,R3,R3,IF_AGC,components_api,0.93
IC100,R30,R30,R30,GND,runtime_pin_display,0.96
IC100,R30,R30,R30,GND,components_api,0.93
IC100,R31,R31,R31,GND,runtime_pin_display,0.96
IC100,R31,R31,R31,GND,components_api,0.93
IC100,T2,T2,T2,SIF,runtime_pin_display,0.96
IC100,T2,T2,T2,SIF,components_api,0.93
IC100,T29,T29,T29,GND,runtime_pin_display,0.96
IC100,T29,T29,T29,GND,components_api,0.93
IC100,T3,T3,T3,GND,runtime_pin_display,0.96
IC100,T3,T3,T3,GND,components_api,0.93
IC100,T30,T30,T30,SIGN004224,runtime_pin_display,0.96
IC100,T30,T30,T30,SIGN004224,components_api,0.93
IC100,T4,T4,T4,GND,runtime_pin_display,0.96
IC100,T4,T4,T4,GND,components_api,0.93
IC100,T5,T5,T5,GND,runtime_pin_display,0.96
IC100,T5,T5,T5,GND,components_api,0.93
IC100,T6,T6,T6,GND,runtime_pin_display,0.96
IC100,T6,T6,T6,GND,components_api,0.93
IC100,T7,T7,T7,FE_DEMOD2_TS_DATA,runtime_pin_display,0.96
IC100,T7,T7,T7,FE_DEMOD2_TS_DATA,components_api,0.93
IC100,T9,T9,T9,FE_DEMOD2_TS_VAL,runtime_pin_display,0.96
IC100,T9,T9,T9,FE_DEMOD2_TS_VAL,components_api,0.93
IC100,U1,U1,U1,XIN_MAIN,runtime_pin_display,0.96
IC100,U1,U1,U1,XIN_MAIN,components_api,0.93
IC100,U2,U2,U2,XOUT_MAIN,runtime_pin_display,0.96
IC100,U2,U2,U2,XOUT_MAIN,components_api,0.93
IC100,U27,U27,U27,GND,runtime_pin_display,0.96
IC100,U27,U27,U27,GND,components_api,0.93
IC100,U28,U28,U28,GND,runtime_pin_display,0.96
IC100,U28,U28,U28,GND,components_api,0.93
IC100,U29,U29,U29,SIGN00439,runtime_pin_display,0.96
IC100,U29,U29,U29,SIGN00439,components_api,0.93
IC100,U3,U3,U3,GND,runtime_pin_display,0.96
IC100,U3,U3,U3,GND,components_api,0.93
IC100,U30,U30,U30,SIGN00440,runtime_pin_display,0.96
IC100,U30,U30,U30,SIGN00440,components_api,0.93
IC100,U31,U31,U31,SIGN00441,runtime_pin_display,0.96
IC100,U31,U31,U31,SIGN00441,components_api,0.93
IC100,V11,V11,V9,GND,siw_coord_net,0.91
IC100,V12,V12,V12,+D1V0,runtime_pin_display,0.96
IC100,V12,V12,V12,+D1V0,components_api,0.93
IC100,V2,V2,V2,GND,runtime_pin_display,0.96
IC100,V2,V2,V2,GND,components_api,0.93
IC100,V25,V25,V25,GND,runtime_pin_display,0.96
IC100,V25,V25,V25,GND,components_api,0.93
IC100,V26,V26,V26,GND,runtime_pin_display,0.96
IC100,V26,V26,V26,GND,components_api,0.93
IC100,V28,V28,V28,GND,runtime_pin_display,0.96
IC100,V28,V28,V28,GND,components_api,0.93
IC100,V3,V3,V3,GND,runtime_pin_display,0.96
IC100,V3,V3,V3,GND,components_api,0.93
IC100,V31,V31,U31,SIGN00441,siw_coord_only,0.72
IC100,V5,V5,V5,GND,runtime_pin_display,0.96
IC100,V5,V5,V5,GND,components_api,0.93
IC100,V7,V7,V7,GND,runtime_pin_display,0.96
IC100,V7,V7,V7,GND,components_api,0.93
IC100,V9,V9,V9,GND,runtime_pin_display,0.96
IC100,V9,V9,V9,GND,components_api,0.93
IC100,W1,W1,W1,HDMI2.0_4_5V_DET,runtime_pin_display,0.96
IC100,W1,W1,W1,HDMI2.0_4_5V_DET,components_api,0.93
IC100,W11,W11,AA10,+CPU_1V0,siw_coord_net,0.91
IC100,W13,W13,W13,+D1V0,runtime_pin_display,0.96
IC100,W13,W13,W13,+D1V0,components_api,0.93
IC100,W2,W2,W2,HDMI2.0_4_HPD,runtime_pin_display,0.96
IC100,W2,W2,W2,HDMI2.0_4_HPD,components_api,0.93
IC100,W29,W29,W29,_USB_OCD2,runtime_pin_display,0.96
IC100,W29,W29,W29,_USB_OCD2,components_api,0.93
IC100,W3,W3,W3,GND,runtime_pin_display,0.96
IC100,W3,W3,W3,GND,components_api,0.93
IC100,W30,W30,W30,USB_CTL2,runtime_pin_display,0.96
IC100,W30,W30,W30,USB_CTL2,components_api,0.93
IC100,W4,W4,W4,_TU_RESET1,runtime_pin_display,0.96
IC100,W4,W4,W4,_TU_RESET1,components_api,0.93
IC100,W5,W5,W5,SIGN001565,runtime_pin_display,0.96
IC100,W5,W5,W5,SIGN001565,components_api,0.93
IC100,W6,W6,W6,HP_DET,runtime_pin_display,0.96
IC100,W6,W6,W6,HP_DET,components_api,0.93
IC100,W7,W7,W7,_TU_RESET2,runtime_pin_display,0.96
IC100,W7,W7,W7,_TU_RESET2,components_api,0.93
IC100,W8,W8,W8,I2C_SCL_1,runtime_pin_display,0.96
IC100,W8,W8,W8,I2C_SCL_1,components_api,0.93
IC100,W9,W9,W9,I2C_SDA_1,runtime_pin_display,0.96
IC100,W9,W9,W9,I2C_SDA_1,components_api,0.93
IC100,Y12,Y12,Y12,+D1V0,runtime_pin_display,0.96
IC100,Y12,Y12,Y12,+D1V0,components_api,0.93
IC100,Y14,Y14,AA14,GND,siw_coord_net,0.91
IC100,Y15,Y15,AA15,+CPU_1V0,siw_coord_net,0.91
IC100,Y17,Y17,AA17,+CPU_1V0,siw_coord_net,0.91
IC100,Y2,Y2,Y2,DDC_SCL_4,runtime_pin_display,0.96
IC100,Y2,Y2,Y2,DDC_SCL_4,components_api,0.93
IC100,Y23,Y23,Y23,SIGN001560,runtime_pin_display,0.96
IC100,Y23,Y23,Y23,SIGN001560,components_api,0.93
IC100,Y24,Y24,Y24,TPI_DATA[2],runtime_pin_display,0.96
IC100,Y24,Y24,Y24,TPI_DATA[2],components_api,0.93
IC100,Y25,Y25,Y25,TPI_DATA[0],runtime_pin_display,0.96
IC100,Y25,Y25,Y25,TPI_DATA[0],components_api,0.93
IC100,Y26,Y26,Y26,TPI_SOP,runtime_pin_display,0.96
IC100,Y26,Y26,Y26,TPI_SOP,components_api,0.93
IC100,Y27,Y27,Y27,TPI_VAL,runtime_pin_display,0.96
IC100,Y27,Y27,Y27,TPI_VAL,components_api,0.93
IC100,Y28,Y28,Y28,TPI_CLK,runtime_pin_display,0.96
IC100,Y28,Y28,Y28,TPI_CLK,components_api,0.93
IC100,Y29,Y29,Y29,EMMC_DATA[6],runtime_pin_display,0.96
IC100,Y29,Y29,Y29,EMMC_DATA[6],components_api,0.93
IC100,Y3,Y3,Y3,DDC_SDA_4,runtime_pin_display,0.96
IC100,Y3,Y3,Y3,DDC_SDA_4,components_api,0.93
IC100,Y30,Y30,AB30,GND,siw_coord_net,0.91
IC100,Y31,Y31,Y31,PCM_5V_SC_PWR_SEL,runtime_pin_display,0.96
IC100,Y31,Y31,Y31,PCM_5V_SC_PWR_SEL,components_api,0.93
